   -86.38   -86.26   -85.21   -83.51   -81.35   -78.90   -76.26   -73.52   -70.74   -67.97   -65.22   -62.54   -59.92   -57.39   -54.94   -52.58   -50.32   -48.15   -46.07   -44.08   -42.18   -40.36   -38.63   -36.97   -35.40   -33.89   -32.46   -31.09   -29.79   -28.56   -27.38   -26.26   -25.19   -24.18   -23.22   -22.31   -21.45   -20.63   -19.85   -19.12   -18.43   -17.77   -17.16   -16.57   -16.03   -15.51   -15.03   -14.58   -14.17   -13.78   -13.42   -13.08   -12.78   -12.50   -12.25   -12.02   -11.81   -11.64   -11.48   -11.35    -9.97
   -89.47   -89.29   -88.14   -86.32   -84.02   -81.42   -78.64   -75.75   -72.82   -69.90   -67.02   -64.20   -61.45   -58.80   -56.23   -53.77   -51.40   -49.13   -46.96   -44.88   -42.90   -41.01   -39.20   -37.48   -35.84   -34.28   -32.79   -31.37   -30.02   -28.74   -27.52   -26.36   -25.26   -24.21   -23.22   -22.28   -21.38   -20.54   -19.73   -18.98   -18.26   -17.58   -16.94   -16.34   -15.78   -15.25   -14.75   -14.28   -13.85   -13.44   -13.07   -12.72   -12.40   -12.11   -11.84   -11.60   -11.39   -11.19   -11.03   -10.88   -10.72
   -89.28   -89.10   -87.95   -86.12   -83.84   -81.26   -78.49   -75.62   -72.71   -69.81   -66.94   -64.14   -61.41   -58.77   -56.22   -53.77   -51.42   -49.16   -47.00   -44.94   -42.96   -41.08   -39.28   -37.57   -35.93   -34.38   -32.89   -31.48   -30.14   -28.86   -27.64   -26.49   -25.39   -24.34   -23.35   -22.41   -21.52   -20.68   -19.88   -19.12   -18.40   -17.73   -17.09   -16.49   -15.93   -15.40   -14.90   -14.43   -14.00   -13.60   -13.22   -12.87   -12.56   -12.26   -12.00   -11.76   -11.54   -11.35   -11.18   -11.04   -10.50
   -89.60   -89.42   -88.26   -86.43   -84.12   -81.51   -78.72   -75.82   -72.88   -69.95   -67.06   -64.23   -61.48   -58.81   -56.24   -53.77   -51.40   -49.12   -46.94   -44.86   -42.87   -40.98   -39.17   -37.44   -35.80   -34.23   -32.74   -31.32   -29.96   -28.68   -27.45   -26.29   -25.19   -24.14   -23.14   -22.20   -21.30   -20.45   -19.65   -18.89   -18.17   -17.49   -16.85   -16.25   -15.68   -15.14   -14.64   -14.18   -13.74   -13.33   -12.95   -12.60   -12.28   -11.98   -11.71   -11.47   -11.25   -11.05   -10.88   -10.73   -10.57
   -90.84   -90.64   -89.44   -87.55   -85.18   -82.50   -79.62   -76.65   -73.64   -70.63   -67.67   -64.77   -61.96   -59.23   -56.60   -54.08   -51.65   -49.33   -47.11   -44.99   -42.96   -41.03   -39.18   -37.42   -35.75   -34.16   -32.64   -31.19   -29.82   -28.51   -27.27   -26.09   -24.97   -23.91   -22.89   -21.94   -21.03   -20.17   -19.35   -18.58   -17.85   -17.16   -16.51   -15.90   -15.32   -14.78   -14.27   -13.79   -13.34   -12.93   -12.54   -12.18   -11.85   -11.55   -11.27   -11.01   -10.78   -10.58   -10.39   -10.24   -10.83
   -90.58   -90.39   -89.19   -87.30   -84.93   -82.25   -79.37   -76.39   -73.37   -70.36   -67.40   -64.49   -61.67   -58.94   -56.31   -53.78   -51.36   -49.03   -46.81   -44.68   -42.66   -40.72   -38.88   -37.12   -35.44   -33.85   -32.33   -30.89   -29.51   -28.21   -26.96   -25.78   -24.66   -23.60   -22.59   -21.63   -20.72   -19.85   -19.04   -18.26   -17.53   -16.84   -16.19   -15.57   -14.99   -14.45   -13.93   -13.45   -13.00   -12.58   -12.19   -11.83   -11.49   -11.18   -10.89   -10.63   -10.39   -10.18    -9.98    -9.82   -10.35
   -89.96   -89.82   -88.66   -86.79   -84.44   -81.77   -78.91   -75.94   -72.93   -69.93   -66.97   -64.08   -61.26   -58.54   -55.91   -53.39   -50.97   -48.65   -46.43   -44.31   -42.29   -40.36   -38.52   -36.77   -35.10   -33.51   -32.00   -30.56   -29.19   -27.88   -26.65   -25.47   -24.35   -23.29   -22.28   -21.33   -20.42   -19.56   -18.75   -17.98   -17.25   -16.56   -15.91   -15.30   -14.72   -14.17   -13.66   -13.18   -12.73   -12.31   -11.91   -11.55   -11.21   -10.89   -10.61   -10.34   -10.10    -9.88    -9.69    -9.51   -10.12
   -87.85   -87.79   -86.72   -84.94   -82.68   -80.10   -77.32   -74.44   -71.51   -68.59   -65.70   -62.88   -60.13   -57.48   -54.91   -52.44   -50.08   -47.81   -45.64   -43.57   -41.59   -39.70   -37.90   -36.19   -34.55   -33.00   -31.51   -30.10   -28.76   -27.48   -26.27   -25.12   -24.02   -22.98   -21.99   -21.05   -20.16   -19.32   -18.52   -17.76   -17.05   -16.37   -15.73   -15.13   -14.56   -14.02   -13.52   -13.04   -12.60   -12.18   -11.80   -11.44   -11.10   -10.79   -10.51   -10.25   -10.01    -9.79    -9.60    -9.43    -9.48
   -86.99   -86.99   -85.97   -84.23   -82.01   -79.47   -76.72   -73.86   -70.96   -68.06   -65.20   -62.40   -59.67   -57.03   -54.48   -52.03   -49.68   -47.43   -45.28   -43.22   -41.26   -39.38   -37.59   -35.89   -34.27   -32.72   -31.25   -29.85   -28.52   -27.25   -26.05   -24.91   -23.82   -22.79   -21.81   -20.88   -20.00   -19.16   -18.37   -17.62   -16.91   -16.24   -15.60   -15.01   -14.44   -13.91   -13.42   -12.95   -12.51   -12.10   -11.72   -11.36   -11.03   -10.73   -10.45   -10.19    -9.96    -9.75    -9.56    -9.39    -9.67
   -73.97   -76.95   -78.14   -78.04   -77.04   -75.40   -73.32   -70.97   -68.44   -65.83   -63.17   -60.53   -57.93   -55.38   -52.91   -50.51   -48.21   -46.00   -43.87   -41.84   -39.91   -38.07   -36.31   -34.63   -33.04   -31.52   -30.07   -28.70   -27.39   -26.15   -24.96   -23.84   -22.77   -21.76   -20.80   -19.89   -19.03   -18.21   -17.44   -16.70   -16.01   -15.36   -14.74   -14.15   -13.60   -13.09   -12.60   -12.15   -11.72   -11.32   -10.95   -10.60   -10.28    -9.98    -9.71    -9.46    -9.23    -9.02    -8.84    -8.67    -9.75
