   -87.17   -87.06   -86.01   -84.31   -82.15   -79.69   -77.05   -74.30   -71.51   -68.72   -65.97   -63.27   -60.65   -58.10   -55.64   -53.28   -51.00   -48.82   -46.73   -44.73   -42.82   -40.99   -39.24   -37.58   -35.99   -34.48   -33.03   -31.66   -30.35   -29.10   -27.91   -26.79   -25.71   -24.69   -23.72   -22.81   -21.93   -21.11   -20.32   -19.58   -18.88   -18.22   -17.60   -17.01   -16.46   -15.94   -15.45   -15.00   -14.57   -14.18   -13.81   -13.48   -13.17   -12.88   -12.63   -12.40   -12.19   -12.01   -11.85   -11.72    -2.30
   -90.17   -90.00   -88.85   -87.02   -84.72   -82.12   -79.32   -76.42   -73.48   -70.55   -67.66   -64.83   -62.07   -59.40   -56.83   -54.35   -51.98   -49.70   -47.51   -45.43   -43.43   -41.53   -39.71   -37.98   -36.33   -34.76   -33.26   -31.83   -30.48   -29.19   -27.96   -26.79   -25.68   -24.63   -23.62   -22.67   -21.77   -20.92   -20.11   -19.35   -18.63   -17.94   -17.30   -16.69   -16.12   -15.59   -15.08   -14.61   -14.17   -13.77   -13.39   -13.04   -12.71   -12.42   -12.15   -11.90   -11.69   -11.49   -11.32   -11.18    -2.48
   -89.96   -89.78   -88.63   -86.81   -84.52   -81.93   -79.15   -76.27   -73.36   -70.44   -67.57   -64.76   -62.02   -59.37   -56.81   -54.35   -51.98   -49.72   -47.55   -45.47   -43.49   -41.60   -39.79   -38.06   -36.42   -34.86   -33.36   -31.94   -30.59   -29.30   -28.08   -26.91   -25.81   -24.76   -23.76   -22.81   -21.91   -21.06   -20.25   -19.49   -18.77   -18.09   -17.45   -16.84   -16.27   -15.74   -15.23   -14.76   -14.33   -13.92   -13.54   -13.19   -12.87   -12.57   -12.30   -12.06   -11.84   -11.65   -11.48   -11.33    -2.49
   -90.31   -90.13   -88.98   -87.14   -84.83   -82.21   -79.41   -76.50   -73.55   -70.61   -67.71   -64.86   -62.10   -59.42   -56.84   -54.36   -51.97   -49.69   -47.50   -45.41   -43.41   -41.50   -39.68   -37.94   -36.29   -34.71   -33.21   -31.78   -30.42   -29.12   -27.89   -26.72   -25.61   -24.55   -23.55   -22.60   -21.69   -20.84   -20.03   -19.26   -18.54   -17.85   -17.20   -16.59   -16.02   -15.48   -14.98   -14.50   -14.06   -13.65   -13.27   -12.91   -12.59   -12.29   -12.02   -11.77   -11.55   -11.35   -11.17   -11.02    -2.59
   -91.63   -91.43   -90.22   -88.32   -85.94   -83.25   -80.37   -77.38   -74.35   -71.34   -68.36   -65.45   -62.62   -59.88   -57.24   -54.70   -52.26   -49.92   -47.69   -45.55   -43.52   -41.57   -39.71   -37.94   -36.26   -34.65   -33.13   -31.67   -30.29   -28.97   -27.72   -26.53   -25.40   -24.33   -23.31   -22.34   -21.42   -20.55   -19.73   -18.95   -18.22   -17.52   -16.86   -16.25   -15.66   -15.11   -14.60   -14.12   -13.67   -13.25   -12.86   -12.49   -12.16   -11.85   -11.57   -11.31   -11.08   -10.87   -10.69   -10.53    -2.77
   -91.38   -91.19   -90.00   -88.10   -85.72   -83.02   -80.13   -77.14   -74.10   -71.08   -68.10   -65.18   -62.35   -59.60   -56.96   -54.41   -51.97   -49.63   -47.40   -45.26   -43.22   -41.27   -39.41   -37.64   -35.95   -34.35   -32.82   -31.36   -29.98   -28.66   -27.41   -26.22   -25.09   -24.01   -22.99   -22.03   -21.11   -20.24   -19.42   -18.64   -17.90   -17.20   -16.54   -15.92   -15.33   -14.78   -14.26   -13.78   -13.32   -12.90   -12.50   -12.13   -11.79   -11.48   -11.19   -10.92   -10.68   -10.46   -10.27   -10.10    -3.00
   -90.79   -90.64   -89.48   -87.60   -85.24   -82.56   -79.68   -76.70   -73.67   -70.66   -67.68   -64.77   -61.94   -59.20   -56.56   -54.02   -51.58   -49.25   -47.02   -44.89   -42.85   -40.91   -39.06   -37.29   -35.61   -34.01   -32.48   -31.03   -29.65   -28.34   -27.09   -25.90   -24.78   -23.71   -22.69   -21.73   -20.81   -19.95   -19.12   -18.35   -17.61   -16.91   -16.26   -15.64   -15.05   -14.50   -13.98   -13.50   -13.04   -12.62   -12.22   -11.85   -11.51   -11.19   -10.90   -10.63   -10.39   -10.17    -9.97    -9.79    -3.09
   -88.63   -88.57   -87.49   -85.71   -83.44   -80.85   -78.06   -75.16   -72.22   -69.28   -66.38   -63.55   -60.79   -58.11   -55.53   -53.05   -50.67   -48.39   -46.21   -44.13   -42.14   -40.24   -38.42   -36.69   -35.05   -33.48   -31.99   -30.57   -29.21   -27.93   -26.70   -25.54   -24.44   -23.39   -22.39   -21.44   -20.55   -19.70   -18.89   -18.12   -17.40   -16.72   -16.07   -15.46   -14.89   -14.35   -13.84   -13.36   -12.91   -12.49   -12.10   -11.73   -11.40   -11.08   -10.79   -10.53   -10.29   -10.07    -9.88    -9.70    -3.10
   -87.77   -87.77   -86.74   -85.00   -82.77   -80.21   -77.45   -74.58   -71.67   -68.75   -65.88   -63.06   -60.32   -57.66   -55.10   -52.64   -50.28   -48.01   -45.85   -43.78   -41.80   -39.91   -38.11   -36.40   -34.76   -33.21   -31.72   -30.31   -28.97   -27.70   -26.48   -25.33   -24.23   -23.19   -22.20   -21.27   -20.38   -19.53   -18.73   -17.98   -17.26   -16.58   -15.94   -15.34   -14.77   -14.24   -13.73   -13.26   -12.82   -12.40   -12.02   -11.66   -11.33   -11.02   -10.74   -10.48   -10.24   -10.03    -9.84    -9.67    -2.98
   -70.37   -74.28   -76.19   -76.67   -76.10   -74.80   -73.00   -70.84   -68.48   -65.98   -63.42   -60.85   -58.30   -55.79   -53.35   -50.98   -48.70   -46.50   -44.39   -42.36   -40.43   -38.58   -36.81   -35.12   -33.52   -31.99   -30.53   -29.15   -27.83   -26.58   -25.38   -24.25   -23.18   -22.16   -21.19   -20.27   -19.40   -18.57   -17.79   -17.05   -16.35   -15.69   -15.07   -14.48   -13.92   -13.40   -12.91   -12.45   -12.02   -11.61   -11.24   -10.89   -10.56   -10.26    -9.99    -9.73    -9.50    -9.29    -9.11    -8.94    -2.36
